No	ExtEHR resource	ExtEHR field	ExtEHR #	ExtEHR description	ExtEHR type	Ext binding	ExtEHR source	Mapped Resource	Mapped Field	EQ				Modeling	Needs work	Actor	Section											
1164	EHDSMedicationPrescription	 header.language	 0..1	 Language in which the resource is written. Language is expressed by the IETF language tag.	 CodeableConcept	 BCP 47 (preferred)  	 Language 																					
1165	EHDSMedicationPrescription	 header.version	 0..1	 Business version of the resource.	 string	   	 Version 																					
1166	EHDSMedicationPrescription	 presentedForm	 0..*	 A narrative easy-to-read representation of the full data set, e.g. PDF-version of a document	 EHDSAttachment	   	 Entire prescription as issued. Various formats could be provided, PDF format is recommended. 																					
1167	EHDSMedicationPrescription	 header.recorder	 0..1	 The recorder of the prescription/draft in the information system	 EHDSHealthProfessional	   	 The recorder of the prescription/draft in the information system 																					
1168	EHDSMedicationPrescription	 header.recordingDate	 0..1	 Time of authoring the prescription/draft in the information system	 dateTime	   	 Time of authoring the prescription/draft in the information system 																					
1169	EHDSMedicationPrescription	 header.validFrom	 0..1	 Effective date of the prescription. The prescription is not dispensable before this date. In most cases this information repeats issueDate. [Used for searching]	 dateTime	   	 Effective date of the prescription. The prescription is not dispensable before this date. In most cases this information repeats issueDate. [Used for searching] 																					
1170	EHDSMedicationPrescription	 header.validUntil	 0..1	 The validity period end date. The prescription is not dispensable after this date. [Used for searching]	 dateTime	   	 The validity period end date. The prescription is not dispensable after this date. [Used for searching] 																					
1171	EHDSMedicationPrescription	 comment	 0..*	 Additional information or comments	 string	   	 Additional information or comments 																					
1172	EHDSMedicationPrescription	 prescriptionItem	 1..*	 Prescription line for one medication. In many countries, only one item is allowed. In case multiple medications are allowed, all lines need to be authored together.	 Base	   	 Prescription line for one medication. In many countries, only one item is allowed. In case multiple medications are allowed, all lines need to be authored together. 																					
1173	EHDSMedicationPrescription	 prescriptionItem.identifier	 0..1	 Identifier for a single item on prescription, if exists. In case of single-item prescription, this identifier is typically the same as prescription identifier.	 Identifier	   	 Identifier for a single item on prescription, if exists. In case of single-item prescription, this identifier is typically the same as prescription identifier. 																					
1174	EHDSMedicationPrescription	 prescriptionItem.category	 0..*	 Category or categories of prescription. For example type of reimbursement, or type of prescription (e.g. hospital, private, etc).	 CodeableConcept	   	 Category or categories of prescription. For example type of reimbursement, or type of prescription (e.g. hospital, private, etc). 																					
1175	EHDSMedicationPrescription	 prescriptionItem.medication	 1..1	 Prescribed product, branded, generic, virtual, extemporal, etc	 EHDSMedication	   	 Prescribed product, branded, generic, virtual, extemporal, etc 																					
1176	EHDSMedicationPrescription	 prescriptionItem.indication[x]	 0..*	 Reason for the prescription (typically diagnosis, or a procedure)	 CodeableConcept	   	 Reason for the prescription (typically diagnosis, or a procedure) 																					
1177	EHDSMedicationPrescription	 prescriptionItem.indication[x]	 0..*	 Reason for the prescription (typically diagnosis, or a procedure)	 EHDSCondition	   	 Reason for the prescription (typically diagnosis, or a procedure) 																					
1178	EHDSMedicationPrescription	 prescriptionItem.indicationText	 0..1	 Reason for the prescription in textual form. This might not be allowed by some implementations.	 string	   	 Reason for the prescription in textual form. This might not be allowed by some implementations. 																					
1179	EHDSMedicationPrescription	 prescriptionItem.prescriptionIntent	 0..1	 Intent of the prescription - prophylaxis, treatment, anesthesia, etc	 CodeableConcept	   	 Intent of the prescription - prophylaxis, treatment, anesthesia, etc 																					
1180	EHDSMedicationPrescription	 prescriptionItem.treatmentPeriod	 0..1	 Period over which the medication is to be taken (in case of multiple dosaging schemes, this would be the overall period of all dosages.)	 Period	   	 Period over which the medication is to be taken (in case of multiple dosaging schemes, this would be the overall period of all dosages.) 																					
1181	EHDSMedicationPrescription	 prescriptionItem.quantityPrescribed	 0..1	 Overall quantity of prescribed product (e.g number of packages or number of tablets).	 Quantity	 UCUM, EDQM Standard Terms (preferred)  	 Overall quantity of prescribed product (e.g number of packages or number of tablets). 																					
1182	EHDSMedicationPrescription	 prescriptionItem.dosageInstructions	 0..*	 Dosaging and administration instructions	 EHDSDosaging	   	 Dosaging and administration instructions 																					
1183	EHDSMedicationPrescription	 prescriptionItem.preparationInstructions	 0..1	 Additional instructions about preparation or dispense	 string	   	 Additional instructions about preparation or dispense 																					
1184	EHDSMedicationPrescription	 prescriptionItem.substitution	 0..1	 Whether and which type of substitution is allowed for this medication treatment item	 Base	   	 Whether and which type of substitution is allowed for this medication treatment item 																					
1185	EHDSMedicationPrescription	 prescriptionItem.substitution.allowed[x]	 0..1	 Whether and to what extent substitution is allowed.	 boolean	   	 Whether and to what extent substitution is allowed. 																					
1186	EHDSMedicationPrescription	 prescriptionItem.substitution.allowed[x]	 0..1	 Whether and to what extent substitution is allowed.	 CodeableConcept	   	 Whether and to what extent substitution is allowed. 																					
1187	EHDSMedicationPrescription	 prescriptionItem.substitution.reason[x]	 0..1	 Reason for the substitution requirement (e.g. Biological product, Patient allergic to an excipient in alternative products, etc)	 CodeableConcept	   	 Reason for the substitution requirement (e.g. Biological product, Patient allergic to an excipient in alternative products, etc) 																					
1188	EHDSMedicationPrescription	 prescriptionItem.substitution.reason[x]	 0..1	 Reason for the substitution requirement (e.g. Biological product, Patient allergic to an excipient in alternative products, etc)	 string	   	 Reason for the substitution requirement (e.g. Biological product, Patient allergic to an excipient in alternative products, etc) 																					
1189	EHDSMedicationPrescription	 prescriptionItem.status	 1..1	 Status of a single item of a multi-item prescription. In case of single-item prescriptions, the status of prescription has the same meaning as the status of the item.	 CodeableConcept	   	 Status of a single item of a multi-item prescription. In case of single-item prescriptions, the status of prescription has the same meaning as the status of the item. 																					
1190	EHDSMedicationPrescription	 prescriptionItem.statusReason[x]	 0..1	 Reason for the current status of prescription, for example the reason why the prescription was made invalid or why the prescription was changed from previous	 CodeableConcept	   	 Reason for the current status of prescription, for example the reason why the prescription was made invalid or why the prescription was changed from previous 																					
1191	EHDSMedicationPrescription	 prescriptionItem.statusReason[x]	 0..1	 Reason for the current status of prescription, for example the reason why the prescription was made invalid or why the prescription was changed from previous	 string	   	 Reason for the current status of prescription, for example the reason why the prescription was made invalid or why the prescription was changed from previous 																					
1192	EHDSMedicationPrescription	 prescriptionItem.repeatsAllowed	 0..1	 How many times the prescription item can be dispensed in addition to the original dispense.	 integer	   	 Number of refills authorized 																					
1193	EHDSMedicationPrescription	 prescriptionItem.minimumDispenseInterval	 0..1	 If a prescription allows for repeated dispensations, the interval between dispensations shall be stated here.	 Quantity	   	 Minimum Dispense Interval 																					
1194	EHDSMedicationPrescription	 prescriptionItem.offLabel	 0..1	 Indicates that the prescriber has knowingly prescribed the medication for an indication, age group, dosage, or route of administration that is not approved by the regulatory agencies and is not mentioned in the prescribing information for the drug	 Base	   	 Indicates that the prescriber has knowingly prescribed the medication for an indication, age group, dosage, or route of administration that is not approved by the regulatory agencies and is not mentioned in the prescribing information for the drug 																					
1195	EHDSMedicationPrescription	 prescriptionItem.offLabel.isOffLabelUse	 1..1	 Indicates off-label use. Must be 'true' when .reason is provided.	 boolean	   	 Indicates off-label use. Must be 'true' when .reason is provided. 																					
1196	EHDSMedicationPrescription	 prescriptionItem.offLabel.reason[x]	 0..*	 Reason or related clarification for off-label use	 CodeableConcept	   	 Reason or related clarification for off-label use 																					
1197	EHDSMedicationPrescription	 prescriptionItem.offLabel.reason[x]	 0..*	 Reason or related clarification for off-label use	 string	   	 Reason or related clarification for off-label use 																					
1198	EHDSMedicationPrescription	 prescriptionItem.comment	 0..*	 Additional information or comments	 string	   	 Additional information or comments 																					
1199	EHDSMedicationStatement	 	 0..*	 Statement about a single medication as part of a medication summary.	 	   	 Medication statement model 																					
1200	EHDSMedicationStatement	 header	 1..1	 Common header for all patient-related data	 Base	   	 Common header for all patient-related data 																					
1201	EHDSMedicationStatement	 header.subject	 1..1	 Patient/subject information	 EHDSPatient	   	 Subject 																					
1202	EHDSMedicationStatement	 header.identifier	 0..*	 Business identifier for the object	 Identifier	   	 Business identifier for the object 																					
1203	EHDSMedicationStatement	 header.authorship	 1..*	 Resource authoring details	 Base	   	 Authorship 																					
1204	EHDSMedicationStatement	 header.authorship.author[x]	 1..1	 Author(s) by whom the resource was/were authored. Multiple authors could be provided.	 EHDSHealthProfessional	   	 Author 																					
1205	EHDSMedicationStatement	 header.authorship.author[x]	 1..1	 Author(s) by whom the resource was/were authored. Multiple authors could be provided.	 EHDSOrganisation	   	 Author 																					
1206	EHDSMedicationStatement	 header.authorship.author[x]	 1..1	 Author(s) by whom the resource was/were authored. Multiple authors could be provided.	 EHDSDevice	   	 Author 																					
1207	EHDSMedicationStatement	 header.authorship.datetime	 1..1	 Date and time of the issuing the document/resource by its author.	 dateTime	   	 Date and time of authoring/issuing 																					
1208	EHDSMedicationStatement	 header.lastUpdate	 0..1	 Date and time of the last update to the document/information	 dateTime	   	 Date and time of the last update to the resource 																					
1209	EHDSMedicationStatement	 header.status	 1..1	 Status of the resource	 CodeableConcept	   	 Status of the resource 																					
1210	EHDSMedicationStatement	 header.statusReason[x]	 0..1	 Reason for the current status of the resource.	 CodeableConcept	   	 Reason for the current status of the resource. 																					
1211	EHDSMedicationStatement	 header.statusReason[x]	 0..1	 Reason for the current status of the resource.	 string	   	 Reason for the current status of the resource. 																					
1212	EHDSMedicationStatement	 header.language	 0..1	 Language in which the resource is written. Language is expressed by the IETF language tag.	 CodeableConcept	 BCP 47 (preferred)  	 Language 																					
1213	EHDSMedicationStatement	 header.version	 0..1	 Business version of the resource.	 string	   	 Version 																					
1214	EHDSMedicationStatement	 presentedForm	 0..*	 A narrative easy-to-read representation of the full data set, e.g. PDF-version of a document	 EHDSAttachment	   	 A narrative easy-to-read representation of the full data set, e.g. PDF-version of a document 																					
1215	EHDSMedicationStatement	 medicationTreatmentStatus	 0..1	 The current status of the taking of medicine	 CodeableConcept	   	 The current status of the taking of medicine 																					
1216	EHDSMedicationStatement	 medication	 1..1	 Describes the medicinal product.	 EHDSMedication	   	 Describes the medicinal product. 																					
1217	EHDSMedicationStatement	 medicationReason	 0..*	 Coded reason for the use of the medication (typically diagnosis, or a procedure)	 CodeableConcept	   	 Coded reason for the use of the medication (typically diagnosis, or a procedure) 																					
1218	EHDSMedicationStatement	 medicationReasonText	 0..1	 Reason for the use of the medication (typically diagnosis, or a procedure) in free text.	 string	   	 Reason for the use of the medication (typically diagnosis, or a procedure) in free text. 																					
1219	EHDSMedicationStatement	 intendedUseType	 0..1	 The type of intended use of the medication, e.g. prophylactic, therapeutic, diagnostic, anesthesia, etc.	 CodeableConcept	   	 The type of intended use of the medication, e.g. prophylactic, therapeutic, diagnostic, anesthesia, etc. 																					
1220	EHDSMedicationStatement	 dosageInstructions	 1..*	 Details of how medication is/was taken or should be taken. This includes the number of units per intake and frequency of intake over a specified duration of time. Example: 1 tablet every 24h, for 10 days .	 EHDSDosaging	   	 Details of how medication is/was taken or should be taken 																					
1221	EHDSMedicationStatement	 periodOfUse	 0..1	 Period when patient took, is taking or is expected to take the medication. This information may be expressed using start and end date times OR indicating the duration. The first is used to indicate a specified interval (e.g., from March 15th, 2017), the latter for indicating a 'floating' period (e.g., 2 weeks). In case of unbounded period (continuous therapy), the end element will be valued with an exceptional value.	 Period	   	 Period when patient took, is taking or is expected to take the medication 																					
1222	EHDSObservation	 	 0..*	 EHDS refined base model for Observation information	 	   	 Observation model 																					
1223	EHDSObservation	 header	 1..1	 Common header for all patient-related data	 Base	   	 Common header for all patient-related data 																					
1224	EHDSObservation	 header.subject	 1..1	 Patient/subject information	 EHDSPatient	   	 Patient who is receiving health care. This patient might be different from the direct subject of the observation. 	EuObservation	subject	EQ		Resource				R												
1225	EHDSObservation	 header.identifier	 0..*	 Business identifier for the object	 Identifier	   	 Business identifier for the object 	EuOrganization	identifier	EQ						MR												
1226	EHDSObservation	 header.authorship	 1..*	 Resource authoring details	 Base	   	 Authorship 																					
1227	EHDSObservation	 header.authorship.author[x]	 1..1	 Author(s) by whom the resource was/were authored. Multiple authors could be provided.	 EHDSHealthProfessional	   	 Author 																					
1228	EHDSObservation	 header.authorship.author[x]	 1..1	 Author(s) by whom the resource was/were authored. Multiple authors could be provided.	 EHDSOrganisation	   	 Author 																					
1229	EHDSObservation	 header.authorship.author[x]	 1..1	 Author(s) by whom the resource was/were authored. Multiple authors could be provided.	 EHDSDevice	   	 Author 																					
1230	EHDSObservation	 header.authorship.datetime	 1..1	 Date and time of the issuing the document/resource by its author.	 dateTime	   	 Date and time of authoring/issuing 																					
1231	EHDSObservation	 header.lastUpdate	 0..1	 Date and time of the last update to the document/information	 dateTime	   	 Date and time of the last update to the resource 																					
1232	EHDSObservation	 header.status	 1..1	 Status of the resource	 CodeableConcept	 HL7 Observation status (preferred)  	 Status of the resource 																					
1233	EHDSObservation	 header.statusReason[x]	 0..1	 Reason for the current status of the resource.	 CodeableConcept	   	 Reason for the current status of the resource. 																					
1234	EHDSObservation	 header.statusReason[x]	 0..1	 Reason for the current status of the resource.	 string	   	 Reason for the current status of the resource. 																					
1235	EHDSObservation	 header.language	 0..1	 Language in which the resource is written. Language is expressed by the IETF language tag.	 CodeableConcept	 BCP 47 (preferred)  	 Language 																					
1236	EHDSObservation	 header.version	 0..1	 Business version of the resource.	 string	   	 Version 																					
1237	EHDSObservation	 presentedForm	 0..*	 A narrative easy-to-read representation of the full data set, e.g. PDF-version of a document	 EHDSAttachment	   	 A narrative easy-to-read representation of the full data set, e.g. PDF-version of a document 																					
1238	EHDSObservation	 header.directSubject[x]	 0..1	 The direct subject of the observation if different from the patient (subject of care), e.g. an observation of an implanted device	 EHDSPatient	   	 The direct subject of the observation if different from the patient (subject of care), e.g. an observation of an implanted device 																					
1239	EHDSObservation	 header.directSubject[x]	 0..1	 The direct subject of the observation if different from the patient (subject of care), e.g. an observation of an implanted device	 EHDSPatientAnimal	   	 The direct subject of the observation if different from the patient (subject of care), e.g. an observation of an implanted device 																					
1240	EHDSObservation	 header.directSubject[x]	 0..1	 The direct subject of the observation if different from the patient (subject of care), e.g. an observation of an implanted device	 EHDSLocation	   	 The direct subject of the observation if different from the patient (subject of care), e.g. an observation of an implanted device 																					
1241	EHDSObservation	 header.directSubject[x]	 0..1	 The direct subject of the observation if different from the patient (subject of care), e.g. an observation of an implanted device	 EHDSDevice	   	 The direct subject of the observation if different from the patient (subject of care), e.g. an observation of an implanted device 																					
1242	EHDSObservation	 header.directSubject[x]	 0..1	 The direct subject of the observation if different from the patient (subject of care), e.g. an observation of an implanted device	 EHDSHealthProfessional	   	 The direct subject of the observation if different from the patient (subject of care), e.g. an observation of an implanted device 																					
1243	EHDSObservation	 header.directSubject[x]	 0..1	 The direct subject of the observation if different from the patient (subject of care), e.g. an observation of an implanted device	 EHDSOrganisation	   	 The direct subject of the observation if different from the patient (subject of care), e.g. an observation of an implanted device 																					
1244	EHDSObservation	 header.directSubject[x]	 0..1	 The direct subject of the observation if different from the patient (subject of care), e.g. an observation of an implanted device	 EHDSProcedure	   	 The direct subject of the observation if different from the patient (subject of care), e.g. an observation of an implanted device 																					
1245	EHDSObservation	 observationDate[x]	 1..1	 Clinically relevant time or time period for the observation	 dateTime	   	 Clinically relevant time or time period for the observation 	EuObservation	effectiveDateTime	SB						R											R	
1246	EHDSObservation	 observationDate[x]	 1..1	 Clinically relevant time or time period for the observation	 Period	   	 Clinically relevant time or time period for the observation 	EuObservation	effectivePeriod	SB						R											R	
1247	EHDSObservation	 code	 1..1	 Code representing the observation using the agreed code systems.	 CodeableConcept	 LOINC, NPU, SNOMED CT (preferred)  	 Observation code 	EuObservation	code	EQ						R											R	
1248	EHDSObservation	 originalName	 0..1	 Original (conventional) name of the observation	 string	   	 Original (conventional) name of the observation 	EuObservation		R						R											R	
1249	EHDSObservation	 method	 0..1	 Observation method (measurement principle) to obtain the result.	 CodeableConcept	 SNOMED CT (preferred)  	 Observation method 	EuObservation	method	EQ						R											R	
1250	EHDSObservation	 order	 0..1	 Identifies order and order placer this observation belongs to	 EHDSServiceRequest	   	 Identifies order and order placer this observation belongs to 	EuObservation	basedOn	TB			EuServiceRequest			R											R	
1251	EHDSObservation	 performer	 0..1	 Performer	 EHDSHealthProfessional	   	 Performer 	EuObservation	performer	TB			EuPractitionerRole			R											R	
1252	EHDSObservation	 anatomicLocation	 0..1	 Anatomic location and laterality where the observation was performed.	 EHDSBodyStructure	   	 Anatomic location and laterality where the observation was performed. 	EuObservation	bodySite	EQ						R											R	
1253	EHDSObservation	 result	 0..1	 Result of the observation including text, numeric and coded results of the measurement and measurement uncertainty. Content of the observation result will vary according to the type of the observation.	 Base	   	 Result of the observation including text, numeric and coded results of the measurement and measurement uncertainty. Content of the observation result will vary according to the type of the observation. 	EuObservation	value[x]	SB						R												
1254	EHDSObservation	 result.value[x]	 1..1	 Observation result value according to the type of observation	 string	 UCUM for units, SNOMED CT for coded results (preferred)  	 Observation result value according to the type of observation 	EuObservation	valueString	TB						R												
1255	EHDSObservation	 result.value[x]	 1..1	 Observation result value according to the type of observation	 Quantity	 UCUM for units, SNOMED CT for coded results (preferred)  	 Observation result value according to the type of observation 	EuObservation	valueQuantity	TB						R												
1256	EHDSObservation	 result.value[x]	 1..1	 Observation result value according to the type of observation	 Range	 UCUM for units, SNOMED CT for coded results (preferred)  	 Observation result value according to the type of observation 	EuObservation	valueRange	SB						R												
1257	EHDSObservation	 result.value[x]	 1..1	 Observation result value according to the type of observation	 CodeableConcept	 UCUM for units, SNOMED CT for coded results (preferred)  	 Observation result value according to the type of observation 	EuObservation	valueCodeableConcept							R												
1258	EHDSObservation	 result.uncertainty	 0..1	 Measurement uncertainty type and interval if needed.	 Base	   	 Measurement uncertainty type and interval if needed. 																					
1259	EHDSObservation	 dataAbsentReason	 0..1	 Provides a reason why the expected value in the element Observation.value[x] is missing.	 CodeableConcept	 HL7 Data absent reason (preferred)  	 Provides a reason why the expected value in the element Observation.value[x] is missing. 	EuObservation	value[x].extension[dataAbsentReason]	R						R											R	
1260	EHDSObservation	 referenceRange	 0..*	 Reference range, multiple reference ranges of different types culd by provided. Provides guide for interpretation of result.	 Base	   	 Reference range, multiple reference ranges of different types culd by provided. Provides guide for interpretation of result. 	EuObservation	referenceRange	EQ						R											R	
1261	EHDSObservation	 interpretation	 0..*	 Information about reference intervals and result interpretation.	 CodeableConcept	 SNOMED CT, HL7 ObservationInterpretation (preferred)  	 Information about reference intervals and result interpretation. 	EuObservation	interpretation	EQ						R											R	
1262	EHDSObservation	 resultDescription	 0..1	 Comments and narrative representation of the observation result and findings.	 string	   	 Comments and narrative representation of the observation result and findings. 	EuObservation	note	EQ						R											R	
1263	EHDSObservation	 component	 0..*	 Component in case the observation consists of multiple sub-observations (e.g. blood pressure).	 Base	   	 Component in case the observation consists of multiple sub-observations (e.g. blood pressure). 	EuObservation	component	EQ						R											R	
1264	EHDSObservation	 component.code	 1..1	 Code representing the observation using the agreed code systems.	 CodeableConcept	 LOINC, NPU, SNOMED CT (preferred)  	 Code representing the observation using the agreed code systems. 	EuObservation	code	EQ						R											R	
1265	EHDSObservation	 component.result	 0..1	 Result of the observation including text, numeric and coded results of the measurement and measurement uncertainty. Content of the observation result will vary according to the type of the observation.	 Base	   	 Result of the observation including text, numeric and coded results of the measurement and measurement uncertainty. Content of the observation result will vary according to the type of the observation. 	EuObservation	value	EQ						R												
1266	EHDSObservation	 component.result.value[x]	 1..1	 Observation result value according to the type of observation	 string	   	 Observation result value according to the type of observation 	EuObservation	valueString	EQ						R												
1267	EHDSObservation	 component.result.value[x]	 1..1	 Observation result value according to the type of observation	 Quantity	   	 Observation result value according to the type of observation 	EuObservation	valueQuantity	EQ						R												
1268	EHDSObservation	 component.result.value[x]	 1..1	 Observation result value according to the type of observation	 Range	   	 Observation result value according to the type of observation 	EuObservation	valueRange	EQ						R												
1269	EHDSObservation	 component.result.value[x]	 1..1	 Observation result value according to the type of observation	 CodeableConcept	   	 Observation result value according to the type of observation 	EuObservation	valueCodeableConcept	EQ						R												
1270	EHDSObservation	 component.result.uncertainty	 0..1	 Measurement uncertainty type and interval if needed.	 Base	   	 Measurement uncertainty type and interval if needed. 	EuQuantity	extension[uncertainty]	EQ	Covered by data type					R												
1270	EHDSObservation	 component.result.uncertainty						EuQuantity	extension[uncertaintyType]	EQ	Covered by data type					R												
1270	EHDSObservation	 component.result.uncertainty						EuSimpleQuantity	extension[uncertainty]	EQ	Covered by data type					R												
1270	EHDSObservation	 component.result.uncertainty						EuSimpleQuantity	extension[uncertaintyType]	EQ	Covered by data type					R												
1271	EHDSObservation	 component.dataAbsentReason	 0..1	 Provides a reason why the expected value in the element Observation.value[x] is missing.	 CodeableConcept	 HL7 Data absent reason (preferred)  	 Provides a reason why the expected value in the element Observation.value[x] is missing. 	EuObservation		EQ	Use data absense extension. Is enforced through value 1..1, Obligation not needed					R											R	
1272	EHDSObservation	 component.referenceRange	 0..*	 Reference range, multiple reference ranges of different types culd by provided. Provides guide for interpretation of result.	 Base	   	 Reference range, multiple reference ranges of different types culd by provided. Provides guide for interpretation of result. 	EuObservation	component.referenceRange	EQ						R											R	
1273	EHDSObservation	 component.interpretation	 0..*	 Information about reference intervals and result interpretation.	 CodeableConcept	 SNOMED CT, HL7 ObservationInterpretation (preferred)  	 Information about reference intervals and result interpretation. 	EuObservation	component.interpretation	EQ						R											R	
1274	EHDSObservation	 derivedFrom[x]	 0..*	 Reference to the related resource from which the observation has been made. For example, a calculated anion gap or a fetal measurement based on an ultrasound image.	 EHDSObservation	   	 Reference to the related resource from which the observation has been made. For example, a calculated anion gap or a fetal measurement based on an ultrasound image. 	EuObservation	derivedFrom							R												
1275	EHDSObservation	 derivedFrom[x]	 0..*	 Reference to the related resource from which the observation has been made. For example, a calculated anion gap or a fetal measurement based on an ultrasound image.	 EHDSLaboratoryObservation	   	 Reference to the related resource from which the observation has been made. For example, a calculated anion gap or a fetal measurement based on an ultrasound image. 																					
1276	EHDSObservation	 derivedFrom[x]	 0..*	 Reference to the related resource from which the observation has been made. For example, a calculated anion gap or a fetal measurement based on an ultrasound image.	 EHDSImagingStudy	   	 Reference to the related resource from which the observation has been made. For example, a calculated anion gap or a fetal measurement based on an ultrasound image. 	EuObservation	derivedFrom	EQ						R												
1277	EHDSObservation	 triggeredBy[x]	 0..*	 References to the observation(s) that triggered the performance of this observation.	 EHDSLaboratoryObservation	   	 References to the observation(s) that triggered the performance of this observation. 	EuObservation	triggeredBy.observation	EQ		EuObervation				R												
1278	EHDSObservation	 triggeredBy[x]	 0..*	 References to the observation(s) that triggered the performance of this observation.	 EHDSObservation	   	 References to the observation(s) that triggered the performance of this observation. 	EuObservation	triggeredBy.type	EQ	-					R											R	
1279	EHDSObservation	 hasMember[x]	 0..*	 This observation is a group observation (e.g. a battery, a panel of tests, a set of vital sign measurements) that includes the target as a member of the group.	 EHDSLaboratoryObservation	   	 This observation is a group observation (e.g. a battery, a panel of tests, a set of vital sign measurements) that includes the target as a member of the group. 	EuObservation																			R	
1280	EHDSObservation	 hasMember[x]	 0..*	 This observation is a group observation (e.g. a battery, a panel of tests, a set of vital sign measurements) that includes the target as a member of the group.	 EHDSObservation	   	 This observation is a group observation (e.g. a battery, a panel of tests, a set of vital sign measurements) that includes the target as a member of the group. 	EuObservation	hasMember	EQ		EuObervation				R												
1281	EHDSOrganisation	 	 0..*	 EHDS refined base model for Health provider or any other type of organisation	 	   	 Organisation model 	EuOrganization		EQ						MR												
1282	EHDSOrganisation	 identifier	 0..*	 Health provider organisation identifier	 Identifier	   	 Identifier 	EuOrganization	identifier	EQ						MR												
1283	EHDSOrganisation	 type	 0..*	 Kind of organisation	 CodeableConcept	 HL7 organisation_type (preferred)  	 Type 	EuOrganization	type	EQ						MR												
1284	EHDSOrganisation	 name	 0..1	 Health provider organisation name	 string	   	 Name 	EuOrganization	name	EQ						MR												
1285	EHDSOrganisation	 address	 0..*	 Mailing and home or office addresses. The addresses are always sequences of address parts (e.g. street address line, country, postcode, city) even if postal address formats may vary depending on the country. An address may or may not include a specific use code, if this attribute is not present it is assumed to be the default address useful for any purpose.	 EHDSAddress	   	 Address 	EuOrganization	contact.address	EQ		-				MR												
1286	EHDSOrganisation	 telecom	 0..*	 Telecommunication contact information (addresses) associated with a person, such as phone number, email, or messaging service. Multiple telecommunication addresses might be provided.	 EHDSTelecom	   	 Telecom 	EuOrganization	contact.telecom	EQ		-				MR												
1287	EHDSOrganisation	 partOf	 0..1	 The organisation of which this organisation forms a part	 Reference	   	 Part of 	EuOrganization	partOf	EQ		EuOrganization				MR												
1288	EHDSPatient	 	 0..*	 EHDS refined base model for patient (subject of care) information	 	   	 Patient model 	EuPatient								MR												
1289	EHDSPatient	 personalIdentifier	 1..*	 An identifier of the patient that is unique within a defined scope (typically a national patient identifier, but it can also be a temporary identifier issued by the EHR).	 Identifier	   	 An identifier of the patient that is unique within a defined scope (typically a national patient identifier, but it can also be a temporary identifier issued by the EHR). 	EuPatient	identifier	EQ						MR												
1290	EHDSPatient	 name	 0..*	 Name might consist of name parts, e.g. Given name or names, family name/surname, name prefix etc.	 EHDSHumanName	   	 Name associated with the patient/subject. 	EuPatient	name	EQ		-				MR												
1291	EHDSPatient	 dateOfBirth	 0..1	 The date of birth of the patient [ISO TS 22220]. As age of the patient might be important for correct interpretation of the test result values, complete date of birth should be provided.	 dateTime	   	 Date of birth 	EuPatient	birthDate	EQ						MR												
1292	EHDSPatient	 administrativeGender	 0..1	 This field must contain a recognized valid value for "administrative gender". If different, "physiological gender" should be communicated elsewhere.	 CodeableConcept	 HL7 Administrative Gender (preferred)  	 Administrative gender 	EuPatient	gender	EQ						MR												
1293	EHDSPatient	 address	 0..*	 The addresses are always sequences of address parts (e.g. street address line, country, postal code, city) even if postal address formats may vary depending on the country. An address may or may not include a specific use code, if this attribute is not present it is assumed to be the default address useful for any purpose.	 EHDSAddress	   	 Mailing and home or office addresses. 	EuPatient	address	EQ		-				MR												
1294	EHDSPatient	 telecom	 0..*	 Telecommunication contact information (addresses) associated to a person.	 EHDSTelecom	   	 Telecommunication contact information (addresses) associated to a person. 	EuPatient	telecom	EQ		-				MR												
1295	EHDSPatient	 maritalStatus	 0..1	 Marital (civil) status of a patient	 CodeableConcept	 HL7 marital-status (preferred)  	 Marital (civil) status of a patient 	EuPatient	maritalStatus	EQ						MR												
1296	EHDSPatient	 communicationLanguage	 0..*	 The language which can be used to communicate with the patient about his or her health.	 CodeableConcept	 BCP 47 (preferred)  	 The language which can be used to communicate with the patient about his or her health. 	EuPatient	communication.language	EQ						MR												
1297	EHDSPatientAnimal	 	 0..*	 EHDS refined base model for Patient:Animal	 	   	 Patient Animal model 																					
1298	EHDSPatientAnimal	 animalIdentifier	 1..*	 An identifier of the animal that is unique within a defined scope.  Multiple identifiers could be provided. 	 Identifier	   	 Animal identifier 																					
1299	EHDSPatientAnimal	 species	 1..1	 Identifies the high level taxonomic categorization of the kind of animal. E.g. Dog, Cow.	 CodeableConcept	 SNOMED CT (preferred)  	 Species 																					
1300	EHDSPatientAnimal	 breed	 0..1	 Identifies the detailed categorization of the kind of animal. E.g. Poodle, Angus.	 CodeableConcept	 SNOMED CT (preferred)  	 Breed 																					
1301	EHDSPatientAnimal	 genderStatus	 0..1	 Indicates the current state of the animal's reproductive organs. E.g. Neutered, Intact.	 CodeableConcept	 hl7:animal-genderstatus (preferred)  	 Gender status 																					
1302	EHDSPatientAnimal	 name	 0..*	 Name of the animal.	 EHDSHumanName	   	 Name 																					
1303	EHDSPatientAnimal	 dateOfBirth	 0..1	 The date of birth for the animal.	 date	   	 Date of birth 																					
1304	EHDSPatientAnimal	 gender	 0..1	 The gender of the animal.	 CodeableConcept	 HL7 Administrative Gender (preferred)  	 Gender 																					
